Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
3735,434,434,48941,43874,0.74,323,50166,46965,0.21,89,1494,311,434,52468,47472,434,2682,620,0.14,59,80240,33708,0.13,56,72213,30827,0.76,329,11855,8876,468,149548,65551
3737,2716,2716,48652,41646,0.77,2089,50425,44793,0.14,372,3155,2363,2716,50948,43709,2716,2192,524,0.10,264,102789,47344,0.10,264,80965,25080,0.74,1999,12434,7986,3026,146246,64732
3739,149,149,65927,34615,0.75,112,43600,30720,0.15,23,2881,1269,149,69142,37258,149,3062,400,0.17,25,82670,33503,0.15,23,76819,18828,0.74,110,23253,6216,165,161985,71598
3740,713,713,51012,42999,0.76,542,52857,45386,0.17,120,1649,660,713,53774,44964,713,2698,589,0.16,115,86245,25200,0.15,109,70104,13022,0.75,538,13296,8209,809,166932,70285
3741,2066,2066,48961,38682,0.71,1477,49431,41195,0.19,384,3265,2182,2066,51250,40418,2066,2113,400,0.14,286,67908,28143,0.13,268,50943,16968,0.69,1419,13810,8285,2302,166608,67203
3744,253,253,52729,38211,0.68,172,51477,42756,0.21,54,1929,2376,253,55868,39794,253,2155,484,0.17,44,55533,28796,0.17,42,36929,12960,0.66,166,17182,9808,296,224464,70892
3746,213,213,50024,42561,0.73,156,54222,51543,0.10,21,2208,1496,213,51644,42991,213,1620,500,0.16,35,97708,44213,0.16,34,68948,27212,0.72,153,13631,9614,249,135882,84758
3747,2919,2919,51867,42986,0.73,2123,54823,48137,0.14,397,1984,789,2919,54056,45510,2919,2061,570,0.14,412,69117,31120,0.14,410,52332,15226,0.70,2050,14778,10134,3277,193648,89278
3749,1274,1274,56013,46852,0.74,939,59776,54336,0.17,222,802,858,1274,58313,48800,1274,2199,600,0.14,178,65297,41065,0.14,177,43658,21870,0.73,930,16087,11961,1385,197289,100652
3750,10713,10713,53860,47994,0.84,8961,57184,52644,0.12,1285,-3610,-2838,10713,55929,49607,10713,2049,870,0.15,1582,43108,26524,0.14,1466,27228,11502,0.79,8456,13466,9891,10444,53944,26945
3751,133,133,52847,39313,0.69,92,47943,41212,0.17,23,1139,1911,133,54818,41086,133,1970,444,0.10,13,68962,45215,0.11,14,56960,27886,0.69,92,15600,11071,144,262560,55227
3752,14811,14811,58342,50757,0.86,12772,60556,54746,0.15,2243,-3204,-2847,14811,60731,53052,14811,2341,990,0.09,1309,72561,25086,0.08,1249,54395,10978,0.81,11996,15041,10938,15999,102746,52388
3753,2509,2509,61583,54586,0.86,2157,65005,60431,0.11,271,-2322,-1706,2509,64556,57065,2509,2916,1203,0.09,226,53727,27134,0.09,218,35795,11706,0.82,2064,16202,12420,2634,107397,49046
3754,27944,27944,60296,52540,0.87,24272,62695,56181,0.11,2941,-3595,-2806,27944,62813,54623,27944,2502,1005,0.09,2647,58198,25262,0.09,2481,40705,11563,0.81,22691,15854,11646,29562,96536,51150
3755,143,143,54752,44132,0.73,104,59555,50040,0.16,23,-1350,1356,143,56431,46154,143,1679,409,0.11,16,42932,33958,0.10,15,31371,18729,0.72,103,17142,10708,184,171198,68977
3756,8626,8626,57333,50704,0.84,7288,60038,55006,0.09,813,-1633,-1848,8626,59889,52934,8626,2524,989,0.09,765,54465,28234,0.09,735,36606,13874,0.80,6861,14814,10856,9319,106720,50802
3757,5285,5285,59663,48948,0.79,4173,60389,52224,0.13,685,388,-693,5285,62289,50750,5285,2591,795,0.10,508,83033,36442,0.09,496,59790,16332,0.78,4105,16652,11016,6022,148602,69341
3758,1329,1329,57051,49922,0.81,1079,61405,56188,0.14,188,-1477,-844,1329,60151,52485,1329,2928,912,0.11,141,98887,39827,0.10,132,81011,16687,0.78,1038,15274,11726,1550,143118,77699
3759,681,681,67174,46201,0.74,507,68759,50526,0.16,110,1258,1111,681,70334,48800,681,3146,719,0.13,88,74145,23352,0.13,86,51168,12481,0.78,528,21034,10540,774,252376,105826
3760,266,266,65648,53251,0.77,204,69563,56660,0.16,42,1818,344,266,68930,56618,266,3239,927,0.13,34,111497,53450,0.12,32,88787,22979,0.79,211,19482,13075,320,232598,107492
3761,761,761,60261,43137,0.73,553,63756,49264,0.08,64,2510,2218,761,63149,45554,761,2867,537,0.14,104,56278,29788,0.13,98,38598,12527,0.74,562,18312,10777,851,188345,79494
3763,1015,1015,55492,47705,0.81,824,58705,51561,0.09,94,-484,-82,1015,58053,49966,1015,2459,852,0.13,129,88490,30650,0.12,125,74082,17972,0.78,788,14624,9791,1209,129267,65482
3764,5667,5667,58444,49774,0.81,4603,60608,54152,0.10,593,849,-32,5667,61065,51546,5667,2522,870,0.10,563,74494,33948,0.10,556,57544,18320,0.77,4377,16069,11595,6322,143832,65629
3765,4144,4144,61978,51418,0.80,3301,62495,55503,0.14,587,190,-177,4144,64660,53833,4144,2659,834,0.10,407,75962,31737,0.09,393,50545,13519,0.79,3282,17480,11655,4813,167272,80186
3766,749,749,63937,54725,0.78,586,67772,61582,0.15,113,-2194,-862,749,66629,56831,749,2653,762,0.14,108,66319,31322,0.14,104,39225,12674,0.77,579,19062,14205,932,170149,83963
3767,758,758,59234,45800,0.74,561,65504,55780,0.12,88,1237,-393,758,61788,48535,758,2507,676,0.13,98,57911,27944,0.12,93,40941,11447,0.73,555,17653,12452,895,176609,79717
3770,1989,1989,87108,48757,0.75,1495,59830,52411,0.13,249,3354,716,1989,90689,51276,1989,3276,715,0.11,228,80405,34406,0.11,225,62803,17185,0.77,1525,34133,10883,2278,185478,66881
3775,2557,2557,61876,47610,0.76,1940,60483,50983,0.14,360,848,-16,2557,65057,49733,2557,2972,601,0.12,316,70102,34737,0.12,306,48835,15600,0.75,1914,19265,11644,2923,185598,73660
3777,6300,6300,54431,44476,0.76,4782,55899,48574,0.12,774,1563,262,6300,56666,46234,6300,2169,586,0.13,811,82241,33034,0.12,770,60782,15293,0.75,4730,14816,9529,7337,145538,61426
3778,140,140,38374,35420,0.70,98,44737,38394,0.08,11,3263,48,140,39763,36116,140,1199,154,0.14,19,53496,26837,0.14,19,46585,14659,0.68,95,9212,6287,157,86801,42608
3779,288,288,40188,33861,0.62,178,43024,39586,0.13,38,7098,3448,288,42103,34766,288,1557,195,0.15,43,46876,16346,0.15,42,30367,14106,0.60,174,10826,7120,343,169105,53389
3781,2611,2611,59367,51510,0.83,2177,60354,54692,0.10,252,-731,-1514,2611,61655,53421,2611,2265,685,0.11,289,60156,26585,0.11,282,42594,12392,0.80,2080,15966,11402,3037,116730,63734
3782,4894,4894,62476,49132,0.78,3795,62925,54025,0.14,706,-72,-418,4894,65321,50965,4894,2814,639,0.11,538,66049,30090,0.11,515,47703,12904,0.77,3747,18798,11937,5744,180264,81987
3783,1509,1509,58656,48571,0.80,1207,61045,54118,0.14,218,609,86,1509,60960,50118,1509,2248,696,0.11,170,57374,27685,0.11,168,41004,12253,0.77,1158,16505,11758,1717,143008,68629
3786,971,971,71997,51427,0.77,751,74774,59846,0.17,164,-992,-451,971,74761,53160,971,2654,735,0.13,130,54298,30940,0.13,122,26244,9768,0.76,740,23907,14401,1138,218903,104763
3787,658,658,67307,46867,0.76,503,65769,49818,0.16,102,1713,15,658,70186,48643,658,2875,582,0.12,80,78109,28814,0.12,79,51995,10942,0.74,487,22054,11907,746,205848,89255
3788,1136,1136,65773,46100,0.71,808,68873,53022,0.16,180,1151,-148,1136,68465,48392,1136,2585,674,0.14,160,77104,35570,0.14,159,42765,15610,0.73,833,22192,11866,1306,205132,92339
3789,179,179,71887,47241,0.73,131,70674,51026,0.15,27,2182,4448,179,74867,49526,179,2980,736,0.13,24,56115,24348,0.14,25,22781,4308,0.73,131,25314,15542,211,287278,122799
3791,950,950,64331,51636,0.73,698,66910,57116,0.15,138,1044,700,950,67238,53096,950,2849,646,0.14,134,107079,30988,0.14,130,97541,14662,0.75,714,20722,12872,1104,211585,94680
3792,643,643,65883,49559,0.74,479,66523,53903,0.16,102,1951,1057,643,68453,51588,643,2461,624,0.14,87,45647,29109,0.13,84,21329,9834,0.72,464,21585,13204,780,198594,107555
3793,2161,2161,54808,44457,0.76,1649,55555,48375,0.15,323,1904,940,2161,57117,46800,2161,2274,587,0.12,261,69805,35547,0.12,255,46015,15323,0.74,1609,15200,9729,2560,146099,66000
3795,920,920,57359,45814,0.71,653,54045,45228,0.21,193,3842,2542,920,59625,47182,920,2241,419,0.10,92,90206,40126,0.10,91,67832,23595,0.78,714,15482,9139,1022,161260,61952
3796,5903,5903,57905,48836,0.82,4819,58984,52064,0.11,643,-145,-689,5903,60334,50881,5903,2402,735,0.11,647,67955,32131,0.11,628,41461,12840,0.78,4618,15493,11298,6731,123676,64875
3797,2065,2065,51022,43222,0.79,1625,53508,47156,0.09,188,3791,2350,2065,53159,44738,2065,2125,594,0.12,239,60568,30103,0.12,240,41682,16308,0.75,1558,12939,8879,2407,119993,52840
3799,3202,3202,49128,43034,0.77,2459,51755,47783,0.11,340,933,23,3202,51298,45076,3202,2080,540,0.14,434,56908,27120,0.13,419,38548,11122,0.75,2392,12066,8474,3862,107749,49972
3800,65,65,37185,15089,0.85,55,41801,15989,0.06,4,-3934,278,65,38107,15675,65,922,0,0.02,1,1000,1000,0.00,0,0,0,0.35,23,24758,19054,116,69282,627
3802,14059,14059,51955,45537,0.79,11106,55986,51236,0.17,2428,-1154,-1299,14059,53985,47273,14059,1993,633,0.12,1668,74039,32694,0.11,1586,54534,14116,0.76,10697,13253,9413,16021,100860,40614
3803,5978,5978,48038,42296,0.78,4678,50929,47698,0.12,700,-1847,-1558,5978,49747,44070,5978,1678,578,0.15,895,133131,34891,0.14,849,117287,14835,0.75,4478,11670,7966,6636,79275,28927
3804,5436,5436,70944,50506,0.74,4032,63981,51132,0.23,1240,-1008,-902,5436,73936,52619,5436,2926,673,0.10,533,114124,35999,0.09,501,89342,17014,0.78,4227,23004,12732,5785,217826,71917
3805,33482,33482,53398,46936,0.83,27855,56425,51274,0.13,4435,-3383,-2743,33482,55523,48758,33482,2081,724,0.11,3639,64914,30909,0.10,3457,46288,13844,0.78,26191,13450,9466,36815,94916,40179
3806,30367,30367,63938,50513,0.81,24629,63535,55140,0.17,5108,-3057,-2748,30367,66556,52608,30367,2557,819,0.09,2877,66420,26433,0.09,2738,45378,12650,0.78,23677,19028,11865,32911,157989,59481
3807,4751,4751,66584,52084,0.82,3881,65293,55490,0.17,787,-2712,-2350,4751,70146,54861,4751,3240,902,0.09,436,77125,30080,0.09,408,51242,13022,0.78,3716,20154,13278,5210,168056,78086
3808,1932,1932,78646,53528,0.76,1463,67099,54800,0.18,346,-1373,-1896,1932,81920,56710,1932,3105,688,0.11,214,69362,30463,0.11,209,45807,14045,0.79,1520,26509,13817,2216,234878,98789
3809,10420,10420,59535,53424,0.89,9224,61370,56467,0.10,1041,-3453,-2895,10420,61919,55558,10420,2352,1012,0.10,1040,47704,19763,0.09,981,33294,10415,0.83,8652,14966,11340,10716,82992,41026
3810,30337,30337,53152,47529,0.84,25580,55592,51300,0.08,2423,-2456,-2160,30337,55342,49321,30337,2173,742,0.10,3029,54518,24498,0.10,2890,36881,10742,0.78,23749,13225,9591,33177,84269,38144
3812,1565,1565,57885,48180,0.77,1208,60022,51877,0.14,221,-1044,-1287,1565,60695,50297,1565,2721,762,0.12,188,84691,28432,0.12,183,72352,17936,0.75,1174,17298,12209,1777,156795,70504
3813,556,556,54675,45282,0.79,437,57386,49547,0.12,66,700,-148,556,57127,47892,556,2379,727,0.10,56,52898,28898,0.10,57,37456,15462,0.75,417,14845,10793,645,144367,60962
3814,1463,1463,57311,46766,0.77,1120,59458,51949,0.12,182,852,-644,1463,59924,48785,1463,2419,640,0.14,198,100221,47997,0.13,191,80074,22582,0.76,1113,16223,11098,1666,147016,65855
3815,2023,2023,56538,46540,0.77,1565,58762,51121,0.13,265,-623,-406,2023,59233,49039,2023,2569,816,0.10,211,91550,36578,0.10,207,68800,19471,0.77,1556,15710,10338,2235,136354,65327
3816,1697,1697,51889,45374,0.78,1320,54288,50576,0.09,153,1308,-223,1697,54464,47627,1697,2502,669,0.11,184,62592,34204,0.11,183,45094,18930,0.76,1285,13202,9416,1893,96492,46748
3818,9173,9173,52170,44016,0.77,7045,55306,48839,0.10,900,945,-194,9173,54642,46182,9173,2296,700,0.10,953,74388,29914,0.10,934,54133,15104,0.74,6826,13820,9242,10210,124105,55490
3820,11299,11299,57225,45984,0.78,8764,58709,50349,0.12,1319,1303,-155,11299,59866,48061,11299,2494,768,0.09,1004,78414,28269,0.09,973,56533,13108,0.75,8501,16349,10261,12310,165672,62878
3821,1872,1872,53312,42186,0.70,1319,54716,45971,0.13,245,1478,948,1872,55937,44380,1872,2380,419,0.14,259,96529,37315,0.13,250,82451,23664,0.71,1331,16264,10213,1982,173249,68292
3822,632,632,55816,45413,0.75,472,54985,48318,0.11,71,2309,1297,632,58342,46933,632,2304,652,0.12,77,92018,28000,0.12,75,78236,24519,0.76,482,15673,10062,682,137705,56974
3823,1208,1208,54170,44273,0.72,872,60919,53679,0.12,146,2946,1487,1208,57418,46990,1208,2609,900,0.11,135,119601,40889,0.11,133,96267,28140,0.72,871,15760,10535,1328,176610,63675
3824,3033,3033,56427,45049,0.79,2382,59115,51114,0.12,375,2148,1441,3033,58826,46728,3033,2227,771,0.09,272,85022,30878,0.09,262,71671,19224,0.73,2225,16561,10381,3339,168780,73105
3825,10516,10516,53085,43312,0.81,8518,57396,48497,0.11,1114,196,160,10516,55202,44974,10516,2031,800,0.07,762,71109,27594,0.07,736,58354,15928,0.74,7818,14262,8939,12463,146727,54510
3831,1134,1134,52881,41923,0.72,821,54259,46725,0.11,125,1038,3,1134,55538,44598,1134,2344,600,0.13,143,86185,38071,0.12,141,63187,17503,0.72,818,15177,9046,1242,175188,76124
3832,131,131,43082,33720,0.65,85,46955,39040,0.19,25,2922,990,131,45950,39331,131,2858,476,0.19,25,71569,19983,0.19,25,55173,17179,0.67,88,11966,7369,152,168016,49148
3833,201,201,41086,32973,0.66,132,46546,41430,0.08,17,7285,5047,201,43748,34716,201,2336,350,0.17,34,35661,21998,0.16,32,34702,20368,0.63,127,10948,6575,219,110267,38299
3835,343,343,48601,39064,0.71,243,51627,43283,0.12,42,7914,3359,343,51032,41231,343,2383,468,0.10,33,126239,30847,0.09,30,134000,35985,0.70,239,13454,8932,378,150118,56904
3840,8100,8100,51214,41486,0.79,6406,54786,46464,0.09,728,968,350,8100,53141,43142,8100,1886,644,0.07,546,101102,26136,0.07,529,84834,15258,0.73,5880,13779,8432,9648,146339,51240
3842,2372,2372,50662,42831,0.84,1981,54421,47489,0.07,174,-962,-130,2372,52591,44470,2372,1918,828,0.07,158,69893,18894,0.06,147,58628,11854,0.73,1729,13482,8966,2864,138737,45789
3844,17621,17621,62935,50470,0.83,14627,65744,55649,0.12,2095,-630,-319,17621,65473,52746,17621,2466,1044,0.07,1223,110144,30491,0.07,1197,89933,16056,0.78,13795,18117,11957,19795,175396,70826
3847,1185,1185,50358,43238,0.76,902,58694,51558,0.09,107,-349,-259,1185,53852,45997,1185,2332,709,0.09,105,156819,46616,0.09,105,152450,36323,0.72,850,13940,9452,1339,133567,52883
3850,8486,8486,58454,45490,0.80,6790,60914,49963,0.15,1249,93,-78,8486,61098,47732,8486,2574,1032,0.08,707,79979,28030,0.08,685,62765,15142,0.76,6449,16438,9759,9673,171917,63289
3851,2705,2705,52237,38823,0.72,1945,60390,47171,0.15,394,1802,616,2705,55593,41825,2705,2371,660,0.13,343,94153,30461,0.13,340,88714,26619,0.68,1826,16459,9142,3027,165357,72589
3852,106,106,71462,69747,0.95,101,73551,72269,0.13,14,-521,724,106,73465,72136,106,2002,1166,0.06,6,32558,24783,0.06,6,19562,20511,0.92,98,15924,13398,113,125303,31354
3854,897,897,63874,49032,0.83,744,67582,55424,0.13,117,1357,-108,897,66517,51563,897,2500,1131,0.11,97,92935,40551,0.11,95,100457,34122,0.78,696,19858,11743,1003,194994,85843
3856,632,632,59259,48554,0.84,531,64914,55036,0.09,59,469,-76,632,61925,51636,632,2650,1264,0.07,46,72791,23062,0.07,44,62049,15662,0.76,480,16942,11583,693,180323,79387
3857,222,222,49709,41514,0.79,176,54920,47164,0.07,15,1722,614,222,52098,42888,222,1982,638,0.15,33,126207,33720,0.14,32,118031,39649,0.68,151,15379,10051,254,153310,51882
3858,1642,1642,48811,40636,0.77,1261,54675,47219,0.11,188,-110,-218,1642,51913,43177,1642,2298,833,0.10,164,71500,36527,0.10,160,62719,26306,0.72,1186,13183,8575,1897,122215,49547
3859,479,479,46877,39985,0.67,322,52983,47608,0.14,65,669,693,479,52864,43722,479,2900,599,0.11,54,180815,40482,0.11,52,173600,39045,0.66,314,13130,8806,507,152491,46850
3860,4217,4217,52730,43216,0.78,3275,57290,49603,0.13,555,2015,463,4217,55763,45875,4217,2880,1137,0.10,415,93292,29125,0.10,401,82641,22239,0.73,3089,14598,9119,4822,146453,62369
3862,1974,1974,50408,42056,0.76,1494,58847,51472,0.11,218,698,106,1974,53067,44296,1974,2341,947,0.11,225,86324,31124,0.11,225,80225,24635,0.71,1397,14389,9600,2196,139197,66277
3864,118,118,40020,36856,0.71,84,45311,44592,0.14,17,3959,3588,118,42186,38155,118,2139,426,0.13,15,40473,22501,0.12,14,45684,30758,0.69,81,9705,8445,131,100553,41191
3865,353,353,42925,36883,0.82,290,45724,40730,0.10,36,3117,566,353,46076,40271,353,3068,842,0.08,30,58444,42955,0.08,30,43587,31478,0.75,264,9118,5931,409,106021,29157
3869,1095,1095,59395,45717,0.78,855,66124,54421,0.13,147,-192,421,1095,61836,48274,1095,2300,1050,0.10,106,82968,26840,0.09,102,78635,23468,0.76,827,17452,11361,1240,195532,87864
3870,705,705,49079,41009,0.73,518,56281,50742,0.12,82,634,-398,705,51520,42994,705,2074,657,0.11,80,69314,27258,0.11,77,54345,24967,0.68,478,14266,10058,814,159868,69822
3871,1634,1634,55271,41457,0.70,1147,59549,50079,0.12,196,1314,1310,1634,57642,43394,1634,2155,577,0.13,217,81765,31440,0.13,211,70815,23136,0.69,1121,17509,9794,1832,161171,73745
3873,204,204,47158,37948,0.68,139,64138,53390,0.13,26,5210,2252,204,49632,39286,204,2247,901,0.16,32,54413,26758,0.15,31,60394,26774,0.68,138,14511,8660,221,148533,63250
3874,371,371,154158,35219,0.65,240,54713,44927,0.13,50,3039,865,371,157273,39296,371,2292,522,0.08,31,122335,31623,0.09,33,125910,15773,0.63,234,96046,8219,388,168547,74852
3875,10990,10990,48738,41294,0.76,8308,51126,45877,0.12,1305,2991,1385,10990,51048,43272,10990,2125,596,0.10,1106,86608,30746,0.10,1077,70841,18130,0.73,7973,12761,8100,12266,135626,55221
3878,693,693,48050,37658,0.67,466,50078,43978,0.14,94,1960,979,693,50277,39716,693,2160,445,0.09,62,71331,25386,0.09,64,50238,9698,0.67,466,12864,8443,773,212535,83644
3880,2178,2178,48396,35559,0.62,1360,51156,42881,0.13,273,3259,1334,2178,50506,37510,2178,1996,368,0.09,200,63229,32925,0.09,193,43338,12090,0.62,1361,15488,8061,2520,217138,86771
3882,697,697,47442,39803,0.76,528,51833,47810,0.12,82,1920,898,697,49488,41328,697,1834,524,0.10,70,93603,42906,0.10,72,75537,29508,0.70,485,13010,9063,776,138917,68088
3885,1070,1070,45892,41104,0.77,823,50888,46875,0.10,111,1260,355,1070,48209,42918,1070,1913,530,0.14,145,75160,34862,0.13,142,60968,23406,0.71,756,11610,8168,1212,115026,58925
3886,211,211,50432,40439,0.76,160,54439,44372,0.09,18,728,316,211,52592,44276,211,1617,300,0.11,24,91337,19863,0.11,24,78562,24398,0.73,154,13445,8031,235,112824,49566
3887,170,170,39145,35054,0.72,122,44622,41576,0.10,17,2619,1819,170,42938,35054,170,1367,326,0.14,24,65308,26721,0.14,23,57213,15366,0.62,106,10440,6100,223,74263,32464
3888,1760,1760,48018,37968,0.73,1277,50231,41823,0.12,206,2900,1614,1760,50219,40004,1760,1831,326,0.11,185,85247,37534,0.10,181,74816,25951,0.69,1219,13179,7797,2011,143682,59887
3889,82,82,30265,24154,0.48,39,42477,40497,0.06,5,209,-8,82,32048,24490,82,847,0,0.12,10,32481,16242,0.10,8,40794,33627,0.45,37,8891,6178,106,83561,28989
3890,155,155,46481,37227,0.69,107,49909,39127,0.08,12,5213,166,155,49623,41350,155,1728,300,0.08,13,71440,44231,0.09,14,47171,24452,0.65,100,13494,10278,185,126519,38898
3891,78,78,46232,28934,0.59,46,45727,39483,0.05,4,3229,6029,78,47928,30904,78,1305,199,0.19,15,71362,45775,0.18,14,48941,22944,0.60,47,15622,5587,88,129839,51561
3892,624,624,43568,32960,0.64,397,40345,30500,0.18,110,3094,2622,624,45172,34452,624,1571,292,0.21,129,55838,23326,0.19,120,43933,13084,0.64,402,12099,6703,726,167050,65034
3895,120,120,38560,30485,0.52,62,46236,34880,0.04,5,4676,5374,120,41232,34448,120,2184,175,0.21,25,108582,60370,0.22,26,83301,40038,0.62,74,10679,6212,116,98915,53809
3896,216,216,55012,43098,0.77,167,53558,43951,0.16,34,1586,329,216,57985,44444,216,2717,428,0.12,26,52731,29046,0.12,26,45059,19718,0.71,153,16324,12322,246,172586,75112
3898,401,401,45093,38448,0.74,295,47826,39864,0.14,57,4014,1956,401,47791,39750,401,2109,450,0.16,63,66554,39640,0.15,62,56136,25024,0.70,282,11737,7358,445,107483,42851
3900,99,99,44268,35980,0.54,53,49435,40621,0.12,12,6098,3641,99,47703,38515,99,2472,298,0.25,25,96819,48081,0.24,24,88073,49529,0.63,62,11824,9501,109,119496,67073
3902,244,244,46722,38620,0.66,160,50441,42055,0.13,31,850,-42,244,49081,40474,244,2157,515,0.16,38,271654,36977,0.15,36,262669,19932,0.74,180,11034,7059,265,161257,67605
3903,416,416,45161,36016,0.69,285,49105,42004,0.12,50,3729,1492,416,47130,37431,416,1886,447,0.14,58,81370,38882,0.13,56,74922,18958,0.66,273,13213,7864,468,144110,66551
3904,1031,1031,50453,36162,0.64,656,52828,41526,0.15,152,1764,1248,1031,52563,37316,1031,1984,432,0.11,114,55858,30030,0.11,115,37457,12733,0.65,671,16072,7833,1160,215173,90306
3909,4254,4254,46838,36602,0.71,3008,47795,40273,0.12,526,2491,1352,4254,48850,37912,4254,1926,460,0.09,392,71672,28158,0.09,387,53715,14339,0.68,2873,12725,6991,4989,157475,58392
3910,14070,14070,59565,51481,0.84,11838,61321,55050,0.12,1672,-1547,-1374,14070,62165,53664,14070,2574,933,0.09,1284,66201,32858,0.09,1245,42834,13486,0.81,11349,15603,11175,15916,132563,67435
3911,2120,2120,59694,49832,0.78,1651,58505,52919,0.14,297,1661,-67,2120,62442,52360,2120,2728,800,0.11,233,60864,29432,0.10,220,41871,11938,0.79,1679,16062,10549,2456,137542,62563
3912,9335,9335,59749,48830,0.80,7485,59225,52107,0.12,1150,260,-788,9335,62384,50884,9335,2578,813,0.11,990,71189,34540,0.10,944,48966,15446,0.79,7391,16283,10617,10519,135862,66987
3913,2305,2305,60292,47761,0.78,1787,58455,49785,0.12,282,2986,-312,2305,63072,50341,2305,2747,701,0.10,224,73372,37541,0.09,218,46744,14514,0.77,1775,17186,11010,2522,155245,65074
